text,label,vocab
 How awesome is this country?,happy,0
 Had a lovely birthday yesterday with Alex and Christine,happy,0
 Been seeing so many good friends and refilling my cell-phone contacts,happy,0
 Visiting Bard was like a warm blanket,happy,0
 Earlham is also making me feel more happy than I feel at home,happy,0
" Oh and also, I'm listening to an audio book of ""The Time-Traveler's Wife"" and loving it",happy,0
 Octoberfest was awesome,happy,0
 Hellhammer did a lot of family time this event,neutral,0
" When someone fake throws something and you move out of instint so fast, that you have easily been missed, you get made fun of for it",neutral,0
" well, sort of",neutral,0
 My manager also went to throw a fake punch,neutral,0
" The speed was pretty fast, but I was too fast for him, and had it blocked easy",neutral,0
 I didn't even mean to,neutral,0
" All I know was stuff is moving, do this",neutral,0
 I even sometimes think I need more tables,neutral,0
 I made 23% of what I sold last night,neutral,0
" Granted, I did get stiffed once, but thats okay because it happens",neutral,0
 I also got a ton of compliments including from a couple of strippers that weren't even mine,happy,0
 This is how most friday and Saturday nights go,neutral,0
" From now on, to me Friday the thirteenth will mean the opposite of what it means to most people",neutral,0
 What a ridiculously awesome time I had yesterday,happy,0
 It must have been all your good lucks and have funs that did it,happy,0
 And Mr,neutral,0
" I didn't get around to it last night, but I will, and he is quite the little photogenic looking type",neutral,0
 Really starting to lose it,sad,0
 Last night I watched Ricou Browning's bleak exploit actioner Mr. H,neutral,0
" Lowbrow/highbrow bifurcation, anyone?",neutral,0
 To pencil in those few vacant nanosecs I read Dennis Perrin's Mr,neutral,0
" Earlier, I sped past the finale of Frank Rich's The Greatest Story Ever Sold",neutral,0
" My head is a WMD, and my hard drive is naught but night soil",neutral,0
 Sadness Dept: Just heard on NPR that Gillo Pontecorvo died,sad,0
 Drat,neutral,0
 Click here for the New York Times' obit,neutral,0
" He directed the seminal Battle of Algiers and shortly thereafter, Burn!, which starred Marlon Brando",neutral,0
 (I screened it at VSU in '04 for my faculty advisors and they seemed fairly stunned by it,surprise,0
 Strange,surprise,0
 Burn!,neutral,0
" is far more confounding, but its flaws fail to obsure a provocative subtext",neutral,0
 Ogro is a Franco-era policier and all the more grim for its muted tone and washed-out palette,sad,0
" Get 'em and watch alongside Click, or New York Minute",neutral,0
 Everything will soon become clear,neutral,0
" Here is a recent interview of Abhishek Bachchan and the man talks about his latest career developments, his dad and of course the remake Sholay: Some excerpts from the MSN site",neutral,0
 On Dad And His Birthday,neutral,0
" ""The most wonderful gift that dad got this birthday was the love ofamitabh-abhishek09",happy,0
 But the Legion Of Honour comes a close second,neutral,0
" ""What a fabulous gift for dad on his birthday!",happy,0
 Its fantastic,happy,0
" Earlier, I believe Satyajit Ray got it",neutral,0
" Well, great",happy,0
 It just shows that Indian cinema is making inroads into the West,neutral,0
 It is high time the world stood up and recognised Indian cinema,neutral,0
 And they are doing precisely that,neutral,0
 We as a family are truly honoured,happy,0
 Its a matter of pride for every Indian when a recognition like this comes to dad from a cinema-savvy country like France,happy,0
 On Ram Gopal Varma&apos;s Sholay:,neutral,0
" ""I think its a wonderful idea to remake Sholay",happy,0
 Every filmmaker has the creative right to carry his vision into whatever area he chooses,neutral,0
 But I think Ramus Sholay will be a brilliant interpretation of Ramesh uncle (Sippy)s classic,neutral,0
" ""Therell always be naysayers",neutral,0
" All I can say is, knowing Ramus abilities from close quarters Im pretty sure even Ramesh uncle will be very proud of the film Ramu makes",happy,0
" Thats right, only 2 more until showtime!!!",neutral,0
 The show is coming together awesome,happy,0
 It will also be very technical as we work out kinks in the show with props and lighting,neutral,0
 I don't know if anyone read the blog I posted last night,neutral,0
 I stand by what I said in that I don't know if I'm going to be filming ever again,neutral,0
" But the rest of it came across as a really angry, drunken rant",angry,0
" It wasn't meant to be that way, but it was",neutral,0
 I don't know when or if I will end up seeing anyone again but please know that I can understand if you don't want to see me again,neutral,0
 If anyone wants to give me a call I'd be more than happy to answer it,happy,0
 I really don't know how you put up with me,neutral,0
 Hey all !!,neutral,0
 lol,happy,0
 My howland friend Alyssa came with me and we danced the night away,happy,0
 there was only a few of us single people there but it was cool,happy,0
 im sitting here listeing to Hinder:Lips of an Angel,neutral,0
 which is one of the slow songs i got to dance with one of my friends Nick who graduated Mathews last year,happy,0
 It was really cold tho,neutral,0
 but it didn't snow like it said it was suppost to but ne way,neutral,0
 the dance was awsome,happy,0
 too much rap and not enough rock for my taste but it was all good I was just happy getting out on the dance floor and getting my groove on,happy,0
 I also got to see some howland people i once knew (Drew was one) That was pretty cool!,happy,0
 haha We did the Cha Cha slide and we were all so close together,happy,0
 they need a bigger dance floor lmao,neutral,0
 I just loved last night!!,happy,0
 Ha!,happy,0
" And after the dance Me,Lyssa,Kayla,Matt,Mary,and Lauren all went bowling for about an hour cause lauren had to be home at a certain time",neutral,0
" then Lyssa,me,matt,and Kayla couldn't find someplace good to eat that was open 1 in the morning so we all went in to giant eagle and bought junk food haha",happy,0
 We were all in our homecoming dresses still,neutral,0
 it was ammusing. But yea overall I haven't had that much fun in a very long time!!,happy,0
 yea well im gonna go now,neutral,0
 im done telling you about my wonderful night lol,happy,0
 Ill be puting pics up soon,neutral,0
 whenever i can,neutral,0
" Grace Danielle was born Wendsday, October 11, 2006 at 11:48 AM",neutral,0
 Shw weighed 7 lbs 5 oz and is 20,neutral,0
 I can't believe she is FINALLY here!!!,surprise,0
" After the doctor on Tuesday, I cleaned house, played basketball and soccer with Levi, then went to Amanda's to sit and talk with her while she moved in",neutral,0
 They were like 4-5 minutes apart,neutral,0
 Except she dosen't look a THING like me,neutral,0
" :) Levi is really exciting to be a big brother, he thinks she is sooooo cool",happy,0
 But anyways,neutral,0
 I'll be putting more pictures up probably sometime this week so keep your eye out for the AMAZING GRACE!!!,neutral,0
 My name is ashley,neutral,0
 I go to archbishop ryan high school,neutral,0
 Im a senior,neutral,0
 I want to go to CCP when i graduate and take up a career in either nursing or ultrasound technician,neutral,0
 Right now i have my permit i can get my liscence in feb,neutral,0
 My life on the weekdays is tae kwon do its what i was born to do i love i there i love to teach people who want to be taught,happy,0
 Everyone there is amazing its like my second home,happy,0
 Thats about it if you want to know anything else about me just let me know,neutral,0
 luckily we won that one,happy,0
 it was a tough game to play though,neutral,0
" then yesterday, the tournament in ajax",neutral,0
 it was pertty goood,happy,0
 thought we coulda beat them,neutral,0
 annnd this morning we beat  gl roberts,neutral,0
 overall it was a pretty good tournament,happy,0
 i learned a lot about the game,neutral,0
 and about me i guess?,neutral,0
 didn't get a lot of points but had a lot of assists =),neutral,0
 i'm always happy with those,happy,0
 had a good chill time with team at dever's house,happy,0
 his dog was sooo cute,neutral,0
 hehe,happy,0
 o'connor monday?,neutral,0
 anyway,neutral,0
 i'm kinda in that zone now,neutral,0
 i don't know why,neutral,0
 i didn't think the focus was there but it is there now,neutral,0
 however i do miss volleyball,sad,0
 Photobucket - Video and Image Hosting,neutral,0
 live life with no regrets,neutral,0
 Even it maybe means i won't see you screen again,neutral,0
" Crossposting from my message board, cuz I'm lazy",neutral,0
 So I went to spend the night at Irvine's Eye Patch's place,neutral,0
 I can't remember all the little details or they just don't make much sense,neutral,0
" I woke up once during the dream and was like, ""oh crap, no, go back"" and managed to get back to it somehow",angry,0
 o_o,neutral,0
 being fixed up,neutral,0
" So in the dream there were times where we were both kinda unsure, but it was still happy (for the both of us I hope)",happy,0
" That's odd though, as I don't usually care for dressy occassions",surprise,0
 BUT HEY,neutral,0
 WHAT ARE DREAMS FOR?,neutral,0
" I totally didn't want to wake up, I can say that",neutral,0
 XD,neutral,0
" So yeah, I just had to share that",neutral,0
 XD I wish I remembered the details better,neutral,0
 ;_;,neutral,0
 (I did see some Fuzors figurines for like,neutral,0
" RD, Sweet and someone else while that lady was doing my hair",neutral,0
 WTF),disgust,0
 i'm finally reading the amazing adventures of kavalier &amp; clay,surprise,0
 i've wanted to since i first heard about it,neutral,0
 i got a copy for my birthday,neutral,0
 i think it's just what i need right now-- something long and somewhat chewy,neutral,0
 i'm not very far along but i'm quite enjoying it,happy,0
 I'm in Buena Vista at these hot springs and it should be awesome but I didn't sleep one little bit last night,happy,0
 It seriously took my 4 hours to fall asleep for like one half-hour then 10 minutes in between each of those little episodes,neutral,0
 I don't want to do anything here,neutral,0
 I don't want to go on a hike or anything at all,neutral,0
 I just want to go home,neutral,0
 I think the pain and awkwardness of attending your reception is worth seeing your face again,sad,0
 I could have danced with you,neutral,0
 I miss you so much,sad,0
 I've never missed anyone so much as you,sad,0
 I'm sitting here in this lobby thing and crying and it's very embarassing but I can't help it because I just want you and me to run away and I want you to hold me for one whole night and rock me to sleep,sad,0
 Kiss my hair,neutral,0
 All that stuff I just have to imagine or dream up for now,neutral,0
" And I couldn't even dream last night, so now I'm deprived of that",neutral,0
 I want to go home,neutral,0
 I miss you,sad,0
" Well Im finishing up my first week at Jubans, its really awesome",happy,0
 I think I almost know deserts and Salads already and Im getting familiar with Fry,neutral,0
 They schedule me for Pantry whihc is like aps salads prep helper guy Im not exactly sure what my job is but I work the whole time Im there,neutral,0
 We get drinks after work too and the food I can eat is awesome,happy,0
 I ate some Bison yesterday it was boss,neutral,0
 I got a B on my German Lit Test,neutral,0
 messed up a Quiz in Biology which sucks,disgust,0
 Oh well its nothing too too bad but its making me nervous,fear,0
 Truly horrifying footage of a Disney character orgy backstage at one of their shows,fear,0
" Well, not so much an orgy, but really rather amusing!",happy,0
 I just stood there in shock!,surprise,0
" My gigantic art history text book is lying open on my bed, revealing the Etruscan Art chapter I've been leafing through",neutral,0
" Various books on Classical Greek art are stacked about my room, waiting to be used for my Classical Civ essay",neutral,0
" The Baghavad Gita, the divine dialogue between Arjuna and Krishna, is also waiting to be re-read",neutral,0
" I've left my Apollodorus Library of Greek Mythology on my bedside table, having just finished Jason and the Argonauts",neutral,0
" My parents were either really clever or entirely oblivious towards the humor of my name and my brother's: Jason, Greek, a mythic hero",neutral,0
" Amanda, Latin, the verb ""to love""",neutral,0
 Two names of classical antiquity for two students studying,neutral,0
 Humanities,neutral,0
" Another slight parallel I find amusing: Jason played Heracles in Alcestes last year, just as I am playing Hippolyta in A Midsummer Night's Dream",happy,0
" Sock n' Buskin is a really fun theatre company, I'm liking my occaisional rehersal",happy,0
" Most of the actors are graduates or working in their own theatre company, so maybe some networking will come of this",neutral,0
 The point of this spiel was,neutral,0
 I can't imagine my bedroom without all these books,neutral,0
 And by extension,neutral,0
 This awesome program,happy,0
 barely touching upon these cultures and these texts,neutral,0
 I had bought him a flask with the Latin inscription Te Amo on it,neutral,0
 He had bought me a statue of the,neutral,0
 I spent a couple of hours on a trip last night/this morning in the early am,neutral,0
" The light of the wanning moon was pale, but after the rainfall of the evening, the wetness gave the darkness a bright shimmering contrast of pale blue silver",neutral,0
" I spoke with the Earth, the sky and everything I feel is real",neutral,0
" There are so many things we think we know, convince ourselves are real",neutral,0
 Heh,neutral,0
 we claim that our perception of reality is real,neutral,0
" In style of zen Buddhism, I say that we are all wrong, the monkey is god, and apples are the truth",neutral,0
 Of course they are,neutral,0
 Phil,neutral,0
 p.  Where did my sanity go?,neutral,0
" Actually, I think I dropped it in a bottomless puddle last night",neutral,0
 So I'm sittin' at the C Dubs bar right now on Chun's computer typing a blog to update all you people out there!,neutral,0
 So Adam and I went to App State to go hiking,neutral,0
" Other than that, as usual, I've been working like whoa",neutral,0
" I'm broke like whoa, but I'm still working",neutral,0
" I've been talking to Laura on the phone almost daily, and we're both very excited to see that little baby growing inside of her!",happy,0
 As a matter of fact she called me this morning and told me that she was going to Upstate New York to go to her cabin,neutral,0
 That would be so awesome!,happy,0
 Snow in October!,surprise,0
 I haven't even seen snow in years and to have it in October it too much to wrap around my little head!,surprise,0
" I'm missing everyone in Wisconsin with the Blue Stars, and sad that I had to leave early",sad,0
 Miss you guys!,sad,0
" Other than all of this I'm still trying to move upstairs, and it looks like Tuesday will be the day",neutral,0
" We'll see though, it keeps changing!",neutral,0
 Hope all is well in your worlds!,neutral,0
" Keep It Real And Live Good,",neutral,0
 I can honestly say my views of the world I live in changed while in high school,neutral,0
" Even though I had began participating more in the Catholic church while in junior high, it wasn't until I were about 15 when I began to take a more active role in the church",neutral,0
" I remember being so impressed, with the youth programs of the other parishes in my area, and the stong bond that everyone had withen their own groups, regardless of the social status of each person",neutral,0
 When they were together everyone was equal,neutral,0
 Which was such a contrast when compared to the small group I belonged to,neutral,0
 I began pushing for the group to start doing more for themselves and for everyone else that was around them,neutral,0
" We began to help serve lunches at the local Loaves &amp; Fishes,  volunteer work for the school at our parish, offer lodging for other traveling youth groups",neutral,0
" There were also other various events that I ended up doing on my own, due to the lack of interest from others in my group",neutral,0
 I remember doing endless fundraisers for almost everything we did,neutral,0
" There were national events for Catholic youth that were able to attend, religious retreats, missionary work, and myself and a very few others were selected to goto a Christian leadership program that was offered at the time",neutral,0
" See, the whole time that I was trying to develop my own faith, attending events with other parishes, and all the work I did with my own group",neutral,0
 I actually thought I was making a difference,neutral,0
 And sadly,sad,0
 Everyone has been given a gift in life,neutral,0
" Some people are quite talented in the arts, some have awesome talent in athletics, and some have been gifted with beauty",neutral,0
" Simply by just listening to them speak, and more often just being in someones presence has been known to have the answer someone is looking for to just dawn on them",neutral,0
 How can being popular be a problem?,neutral,0
" It was too much weight for me to carry, my own plus everyone elses",sad,0
 and then it happened,neutral,0
 I am sitting here with head phones on and listening to music,neutral,0
 My son,neutral,0
 he's 12 is upstairs practicing his trombone,neutral,0
 This is his first year in band,neutral,0
 I can hear it thru the headphones and over the music im listening to,neutral,0
 Every now and then,neutral,0
 I get a jolt of something REAL loud and it makes me jump,surprise,0
 She is afraid to,fear,0
 I really have alot of hope for my son,neutral,0
 I hope that he can learn to play well and I really do hope he is enjoying himself,happy,0
 No matter the pain is may cause the rest of the family,sad,0
 As long as he is happy,happy,0
 Perhaps a nice hot bubble bath and a bottle of rum would help,neutral,0
 My husband who was not going to work today,neutral,0
 decided to go to work,neutral,0
 How nice for him,neutral,0
 But,neutral,0
 I wonder how long he will practice for?,neutral,0
 Vegas was a lot of fun,happy,0
 The reception was a friggen blast!,happy,0
" Champagne, music, and me trying to catch those damn flowers",happy,0
" (didn't catch em by the by) Imagine this: My bro taking his neck tie off of marie's thigh with his teeth while ""girls just wanna have fun"" blasts in the background!",happy,0
 We went shooting in our regular spot out in the desert behind this mountain,neutral,0
" (Mike, James, Victoria and I",neutral,0
 (look at my pics),neutral,0
" (leslie, steve, mark, aj, and josh",neutral,0
 add some jack and cokes and a wendy's drive through and it's a REAL party!!,happy,0
" My bro is leaving for Iraq again and, well, you know how that goes",neutral,0
" As Sean put it, it's not like Vietnam where 4 of 5 americans will die, so that really put it into perspective for me",fear,0
" Everybody hates everybody, everybody lies, talks shit behind backs, and treats people like shit",disgust,0
" My mother truly wants to murder my father, and then gets pissed off when i don't agree with her",angry,0
 UGH!,disgust,0
" ya, i'd say that's some fucked up shit",disgust,0
 =) It was the perfect end to a crappy day,disgust,0
" (well, it could have been better if",neutral,0
 well you know,neutral,0
" Basically, I just want to focus on staying busy and staying happy",happy,0
" So, if you would like to contribute to the ""make me smile"" foundation"", let's party!",happy,0
 Ok,neutral,0
 after school I went home and got ready to go the the Homecoming parade,neutral,0
 Joe and Matt picked me up and took me over there,neutral,0
 I rode on the firetruck w/ the cheerleders and v-ball players,neutral,0
 that was sooo fun,happy,0
 lol,happy,0
 I threw Mardi Gras Beads at Matt and Joe,neutral,0
 hehehehhe ;) neeeways,happy,0
 after that we went to Wal-mart and walked around,neutral,0
 then went home and got ready for the game,neutral,0
 :) At the game,neutral,0
 the band perfomed,neutral,0
 WE WERE TOTALLY AWESOME!!!!,happy,0
 lol,happy,0
 We won by several of points,happy,0
 yay!!!!,happy,0
 lol,happy,0
 after the game we went to the dance where I had the best night of my life!!!,happy,0
 was so awesome,happy,0
 I cant even explain in words how much fun I had,happy,0
 ;) hehehehe,happy,0
 I can honestly say that was the best Homecomg ever!!!!,happy,0
 Its soooo sad b/c it was my last one,sad,0
 :( at least I had a blast!!!!,happy,0
 lol,happy,0
 but yea,neutral,0
 I dont know what else to say except that I love spending time w/ Joe,happy,0
 :) *sighs* lol,happy,0
 And hanging out w/ Celeste and Matt was totally awesome 2!!!,happy,0
 Love u all!!,happy,0
 Here I am again!,neutral,0
 Broadcasting this time from the New World,neutral,0
" It's been a solid half year since I sent word out, and I will now attempt to encapsulate the last six months into one last epic email",neutral,0
" Exciting, no?",happy,0
" So, to the task!",neutral,0
 Well,neutral,0
 where did we leave off?,neutral,0
" I believe it was April, and spring had just arrived",neutral,0
 I'll start my narrative with a little anecdote about how small the world really is,neutral,0
" I had never been to this particular hostel before, and as I entered and gave my little spiel about the tour and asked if anyone wanted to come along, I was met not with a roar of enthusiasm from the hostel residents, but rather a few dull, glass-eyed looks and was generally ignored",neutral,0
" As I was preparing to leave, one guy over at the computers yelled out for me to wait, approached me and said hello",neutral,0
" He had arrived twenty minutes beforehand at the hostel, hadn't even checked in yet, and just happened to be in the lobby when I was",neutral,0
 So he just took his backpack with him and came on my tour,neutral,0
" We had a great time catching up, and went out that night together as well",happy,0
" But it's certainly strange how you randomly run in to people you haven't seen in years, in little hole-in-the-walls in Europe",surprise,0
 Fun times,happy,0
" The rest of April passed rather uneventfully, and in May I went to see a production of Faust Part I at the Deutsches Theater",neutral,0
 And this particular piece was by far the best play I have EVER seen,happy,0
" It was also incredibly simple, cutting the normally huge cast down to only seven performers",surprise,0
 It's moments like that that remind me why I've chosen theatre as a profession,neutral,0
 My next big adventure was a trip I took to London at the end of May,neutral,0
" I was lucky enough to be able to stay with some friends to cut down on the cost, and see a different side of London life",happy,0
 It was sooooo much fun!,happy,0
" I saw most of the major sites on my own, and I went to the theater almost every night I was there",neutral,0
 The show was trash,disgust,0
 Horrible,disgust,0
" Horribly acted, horribly directed, weak script",disgust,0
 And interminably long!,disgust,0
 Three hours of horror,disgust,0
" I wanted to leave at intermission, but my date was really enjoying it (should have been a sign) so we stayed",happy,0
 I guess the one good thing I took from it was that I know now that the British are just as capable as we are of producing really awful work,disgust,0
" It was nice to understand that, just wish I didn't have to experience it first hand",neutral,0
 While in London I also saw Coriolanus at the Globe Theater,neutral,0
 Now this was amazing,surprise,0
" Shakespeare, old school",neutral,0
" The performers were incredible, and one of the generals was played by Geoffrey, the butler from Fresh Prince of Bellaire",surprise,0
" That in itself was hilarious, and made us love the show even more",happy,0
" I also saw Les Miserables for the first time, and it was fun",happy,0
 Loved London,happy,0
 Loved the free museums,happy,0
 Especially the British Museum,neutral,0
 Great East London accents,neutral,0
" Soooo many monuments, including two statues in front of Buckingham Palace that had a conspicuous Communist message",neutral,0
" It was a worker with a hammer and a peasant woman with a sickle situated behind Queen Victoria's back , and glowering at the palace",neutral,0
" Now maybe I was just reading too much into this, or maybe I had spent too much time in the eastern bloc talking about Communist symbolism",neutral,0
 But I don't' think so,neutral,0
" And the funniest part, the two statues said they were donated by New Zealand",happy,0
 Curious,surprise,0
" next time you're in Wellington, watch out for the Kiwi Commies!",neutral,0
 After London came the World Cup,neutral,0
 Now I have a confession to make: before the World Cup began I had actually never seen an entire soccer game from start to finish,neutral,0
 That changed very quickly,neutral,0
" The hordes of people would change from day to day, for instance there was a three day period where we had over 90,000 Swedes in the city, leading up to their dramatic defeat at the hands of Zeh Germans",surprise,0
" Then there were the Brazilians, everywhere, singing-clapping-dancing-taking pictures, and of course the pale and pasty Brits with their cock-eyed stares and drinking songs",happy,0
 Loads of fun,happy,0
" I didn't have tickets to any of the games, but my group of friends would always go to a cafe or bar of the nationality that was playing to watch the match",neutral,0
" So to a French cafe for the France-Swiss game, a Tapas bar when Spain played, drank Caiprinhas with the passionate Brazilians, etc",happy,0
" And let me tell you how good the World Cup was for Berlin as a city, and Germany as a nation",neutral,0
 Another interesting element was the latent patriotism that emerged during the Cup,surprise,0
" Now this merits explaining: before the World Cup began, if you waved a German flag in the streets, you would probably be called a Nazi and at the very least labeled as a radical right wing nutter",neutral,0
 You have to understand that the Germans have had a really difficult time with their national identity (and subsequently national pride or patriotism of any kind) since the Second World War,neutral,0
" And for what it's worth I agree with them, it makes me nervous too",fear,0
 So,neutral,0
" People were genuinely excited about supporting their national team, and taking pride in its accomplishments",happy,0
 Now this newfound enthusiasm certainly was not shared by everyone,happy,0
" In fact the entire month of June was one continuous debate in the media between prominent politicians, celebrities, writers (such as Guenther Grass and Christa Wolf), and other intellectuals about the meaning, origin and impact of this nationalism",neutral,0
 And of course no one can laboriously dissect an idea better than the Germans,neutral,0
 But the general consensus after five weeks of debate was that the newfound national pride was a positive thing,neutral,0
" In June I had also been training at work to lead tours of Sachsenhausen Concentration Camp, which I started at the end of the month",neutral,0
" This camp, about 40 miles north of Berlin was the second major camp to be opened in the Nazi system, and was also used by the Russians after the war to intern former Nazi's and anyone else deemed an 'enemy of the state'",neutral,0
" Given the dark history of such a place you can well imagine the difficulty of retelling that information, and trying to put it into some kind of historical context",neutral,0
 I ended up doing tours out there for the duration of the summer,neutral,0
" After a July of beautiful weather and great summer adventures, I traveled with my good Australian friend Kurt to a theater festival in Cyprus",happy,0
" The occasion was that a good friend of mine from North Texas, Jessica, was playing the title role in Medea at a theater festival there",neutral,0
" I was planning on going to Greece sometime anyway, so we spent three days in Athens, and two and a half in Cyprus",neutral,0
 Now this was ridiculous amounts of fun!,happy,0
" The city is a sweaty, dirty, polluted hole",disgust,0
" Take your impression of a squalor-filled Mediterranean capital, and add this to your image: 10 story apartment buildings everywhere, in 100 degree heat, all cooled by wall-mounted air conditioners, a.a",neutral,0
" Now take into account that said air conditioners are mounted on the windows, sticking out over the street",neutral,0
 Now imagine the condensation from thousands of swamp box coolers pitter pattering on your head as you stroll down the trashy Athens streets,disgust,0
 Now add a couple of poorly placed ancient columns,neutral,0
 But it was close,neutral,0
" And the city itself really is lovely, in it's own way",happy,0
 But two days back to back was more than enough,neutral,0
" We took a day trip out to Sunion, the very tip of Greece, to see the temple of Poseidon",neutral,0
 Now this was really amazing,surprise,0
" It took us about two hours to get out there, and then we climbed around and played on the rocks for about an hour, taking pics of the magnificent old temple ruin that is literally clinging to the cliff face",neutral,0
" And then we watched in amazement with fifty other tourists as the sun went down in front of the temple, over the Mediterranean",surprise,0
" The sky is so amazing in Greece, it feels like you could really reach up and touch it, it's so close!",surprise,0
" And of course this just enhanced the magic of the sunset, as the red orb of  the sun ever so slowly retreated behind the furthest hill",neutral,0
 Just FYI,neutral,0
 They also bake bread for you on the plane so that your in flight meal is fresh,neutral,0
 Not bad,neutral,0
 Cyprus was amazing,surprise,0
" We saw Jessica's production of Medea, and were treated incredibly well by her colleagues at the festival",surprise,0
" We stayed in a tiny mountain village called Droushia, and these people brought hospitality to incredible new heights",surprise,0
" They did everything they could to make us feel welcome, everything from putting us up in a beautiful hotel, refusing to let us pay for anything, and making sure that our stay on their island was as enchanting as the stories always make it out to be",happy,0
 We spent pretty much the whole day (outside of a decadent lunch at the beach house) in the water,neutral,0
 Tomorrow we'll go somewhere special,neutral,0
 And they weren't kidding,neutral,0
" The next morning, the last day of the festival, they piled us all into four wheel drive vehicles, and took us off the map to an area that I will henceforth be labeling The Blue Lagoon",neutral,0
" Imagine the most incredible, horseshoe shaped cove, with unimaginably blue water, and a giant stone underneath the water, hundreds of meters long and wide, adding depth to the color",surprise,0
" What's more, we had the whole place to ourselves",neutral,0
 Our hosts had brought along a lunch of fresh fruit and we broke our fast on a cliff overlooking the whole gorgeous expanse,neutral,0
" It was really interesting staying with them in this little mountain village, and getting to experience a bit of what their culture was all about",happy,0
 Oh and the food is incredible,surprise,0
" They make their own very strong coffee, and Haloumi cheese, which we were told (a hundred different times by all the little old ladies) was goat cheese",neutral,0
 But not feta,neutral,0
 Haloumi,neutral,0
 Haloumi has nothing to do with Feta,neutral,0
" Don't ever mistake Haloumi for Feta, or you might have a flock of barely intelligible Cypriot grammas spend half an hour pinching your cheek and explaining the difference in broken Greco-English",neutral,0
" Its really a testament to the vision of the ancients that in our world of skyscrapers and technical gadgetry, we are still fascinated by a two thousand year-old arrangement of stones",happy,0
 After returning from Greece my last few weeks in Berlin passed very quickly,neutral,0
" I was leading loads of tours, and working on a short film I was directing",neutral,0
" The time flew by and before I knew it, August was at an end and my doorstep was graced by my best friend Lance, who had come to Berlin for my last week",neutral,0
" So I spent the next six days in a haze of working my final tours, partying, and showing Lance the city that I had come to love so much over the last two years",happy,0
 Lance and I spent the better part of the next three days lounging around Zurich and drinking in Switzerland,neutral,0
 People say London or Paris is expensive; no,neutral,0
 Zurich is expensive,neutral,0
 But we didn't let that discourage us,neutral,0
 We had a ball in Zurich,happy,0
" We went on a walking tour, went to the City Museum (located in an old castle, very cool), and had a good time relaxing and enjoying the AMAZING views",happy,0
" The city is incredibly beautiful, tucked into the Alps and right on the water",surprise,0
" After our detox detour en Suisse, we headed via night train to Paris",neutral,0
" I think the most important thing I can say about this city, is that all of the rumors: That the city's dirty, the people are rude, the language barrier is insurmountable, the metro is incomprehensible, you things will be stolen, that they hate Americans",disgust,0
 It's called the city of love and light for a reason,neutral,0
" The Eiffel Tower is breathtaking, and seeing it in person destroys its cliche and makes you fall in love with the thing",happy,0
 The people are absolutely LOVELY,happy,0
" We encountered so many genuinely wonderful, helpful, content people",happy,0
" Everything from trying to order a baguette in the morning (my Francais is tres terrible) to asking directions or talking to cabbies, we were always pleasantly surprised at how open and welcoming they were",surprise,0
 And they all seem to really enjoy their city,happy,0
" They know how beautiful it is, and they appreciate it",happy,0
" And man, it is gorgeous",happy,0
" So many public spaces, parks museums, gardens",neutral,0
 And people are out in them all the time,neutral,0
 There was a fabulous sense of community there,happy,0
 My favorite part about the city parks were the 'nap chairs',happy,0
" So we went across the street to the park, it was about 2:00 pm",neutral,0
