text,label,vocab
"Before an accident, my aunt offered me the front seat of the car,next to the driver. I declined, she took that seat and was killedthere when the car crashed.",guilt,0
"Unexpected visit by a close friend, whom I hadn't seen for half ayear.",joy,0
"I wandered by mistake into the safety zone of a shooting range,and was shot at.",fear,0
Being treated unfairly.,anger,0
Breaking up with a girl.,sadness,0
Nothing.,disgust,0
None.,shame,0
Little contact with my father before he died.,guilt,0
"When I was accepted as a student at the college, not havingthought it possible.",joy,0
"When I was the first to arrive at the scene after an accident,and found that a close school friend had been killed.",fear,0
"I was accused of having done something, which I hadn't and gotvery angry.",anger,0
When my grandmother died.,sadness,0
Not applicable.,disgust,0
"A couple of years ago during the summer holiday, I was fishing ata lake with my husband.Suddenly it started raining while thesun was still shining. I experienced a feeling of joy, happinessand fulfillment.the whole nature was full of music.",joy,0
"I was alone at home, in bed reading a womens' magazine in whichthere were storiees of paranormal experiences.My leg wasitching and I stretched my hand to scratch and I felt anotherstrange hand. (later I realized that it was the corner of theblanket)",fear,0
"I went to a lecture and once again it had been cancelled, thiswas the second time.One had a negative attitude towards thelecturer. ",anger,0
"I heard that a former superior of mine had died, I was later athome home reading about it in the newspaper and I thought of ourinteraction and how it was no longer possible.The limited scopeof human life is sad.",sadness,0
"In the tram there was a fat, sickly looking woman in front of mewho was asking for directions in a thick voice.When she got up togo a disgusting smell of urine came from her.I felt that Iwould choke.",disgust,0
"When we were at home, my husband and I, he made a remark aboutsomething I had done, in a perfectly friendly manner.My deedhad been unjust and I knew that my husband was right, therefore mysense of shame.",shame,0
"I made a remark to my sister concerning her attitude to men, theway she talked and I compared her to an acquaintance of mine. Later, the same evening, my sister looked sad.I felt guiltyabout her sadness.",guilt,0
"I had a summer job in Sweden, and my boyfriend came to meet me onmy birthday.",joy,0
"I went to practice in Sweden during summer, and I was afraid thatI would not do well.",fear,0
"In the holiday cottage of our association, two of my pals came towake me up early one morning by bringing a radio played at thehighest volume into my room - it was the morning service at itsloudest.",anger,0
My grandmother died suddenly last summer.,sadness,0
"My superior at the summer job swindled customers as much as hecould, and once put me in a difficult situation after which Icould not but detest him.",disgust,0
Once I arrived two hours late to my work place (a bank) and I wasstill feeling feeble and tired.,shame,0
Our association had Polish visitors and when they were going backby boat I did not go to see them off (I am the chairman of theassociation).,guilt,0
"I was told quite unexpectedly that one wanted me to become thevice-chairman of our student organisation.I was reallysurprised and joy was the first emotion I felt, though behind itthere was worry - how shall I succeed ?",joy,0
"Our tutorial group was soon to be divided, and we got a list ofnames of freshmen, out of which five were to be in my group.Weread the names and then each group went its own way to a seminarroom.I wondered how I would cope with the new situation and ifI would succeed as a group leader.",fear,0
"We were in a disco and the evening was not at all pleasant. Despite my not knowing why, I was angry with my companion.I lethim feel my bad humour as I cannot hide my feelings.",anger,0
"My grandmother died, and my mother called me one sunday morningin the Autumn.The way my mother told me about it, I hated herat that moment.She sounded as if she had been waiting for thedeath of my grandmother.I had lost a person close to me.Ifelt guilty too as I had been bad to my grandmother of late.I had notremained calm when she no longer understood everything so well.",sadness,0
"At the underground station, a drunkard came to speak to me.Hetried to ask me something but I did not answer so he began tospeak about me with his companion.I detested this dirtygrowling man.",disgust,0
"I was worried by a task related to my studies which had to bedone in groups of two.I was talking about it to my friends whenI said something negative, in too abrupt a manner, concerning mywork partner.I did not quite mean what I said and I feltashamed at having been mean enough to criticize him as he is alsoa friend of mine.",shame,0
I had told my boyfriend that I did not want to go on with ourrelationship.I knew that I was important to him but I wanted tobe free.I saw that this was difficult for him but I remainedfirm and did not change my mind.,guilt,0
"Last night I had a chat with a fellow student.I had known herfor about half a year, and for the first time we were speaking\the same language\""- meaning an inspiring discussion andencounter.""",joy,0
"[ I sometimes quarrel with my mother because she blames me,though I have not in any way been connected to some events.]",anger,0
"After hearing about the death of my grandfather.First I couldnot believe it, but later I wept and felt the situation washopeless.I felt lonely and wanted to be consolated.",sadness,0
"In the evening, while I was watching TV, my little brother camein and started eating food he had brought from the kitchen whileI was trying to concentrate on the program.",disgust,0
My little brother was arrested by the police at the railway station afterhe had drunk some beer.,shame,0
"At my temporary job, I have to restrictothers' actions and makethem obey me, and this very often gives mea feeling of guilt.Iwish there could be some other way of acting.",guilt,0
"I met a dear friend of mine after a long time.I expressed my feelingsin our own usual way, by mutual scolding and abusing (withcomplete understanding) and by touching, patting and taking thehand of the other person, etc...",joy,0
"I felt fear of the purest kind after a car accident.Theincident and images of horror kept coming back to my mind.Iwondered what could have happened to my sister, my friend and me,though nothing very serious actually happened.",fear,0
"Two boys whom I know were telling me, in an indecent manner, howthey had teased a young and shy girl I know.They had despisedher conviction, scorned and touched her.I got very angry anddid not try to conceal it and gave it back to them.",anger,0
"My sweetheart left me, or rather we decided to break it off bymutual consent.The consequences were - unrestrained weeping,feelings of loneliness, hopelessness and disconsolation.I feltthat I should find a friend, to talk to joyfully and to forget.",sadness,0
"Out of sheer curiosity, I went to see a pornographic movie inCopenhagen.The room was full of men, who panted andmasturbated.Very disgusting.",disgust,0
"After having quarelled unnecessarily and without any reason, andhaving been stupidly cross in every way.",shame,0
[ Do not know.],shame,0
Forced to fill in a questionnaire.,guilt,0
When I won a tennis match.,joy,0
When my dog ran out on thin ice last spring.,fear,0
When my tennis match was interrupted because a kid cycled rightinto the court.,anger,0
[ No response.],sadness,0
[ No response.],disgust,0
[ No response.],shame,0
[ No response.],guilt,0
Celebrations on the graduation day with the orchestra playing inthe garden ( I am a part of this orchestra).,joy,0
Risk of being involved in a fight after a party.,fear,0
"I had a very heavy work load and two colleagues, whom I havenothing against, disturbed me by \terror ringing\"", i.econtinously interrupting me by telephoning.""",anger,0
After an exam which I failed.,sadness,0
[ Normally I do not feel disgusted.],disgust,0
"When I overtook a car on the mainroad, misjudging the distance ofan oncoming car and this resulted in tooting and flashing fromthe other driver (we could have collided), and I had anacquaintance in the car with me.",shame,0
"I saw a neighbour, from the same appartment block as me, lying on the road.He could have been injured or ill.I kept 20metres away and did not go to help him.",guilt,0
When I met an old schhol friend (school love) who works inSk+vde.,joy,0
"When I was cycling to school, I nearly got knocked down by a carwhich (overtook me too closely) did not give me any swerving space.",fear,0
"When I was deputy manager during the Summer, certain deputiestook liberties, more than what was normal.",anger,0
"When I realized that my girlfriend, whom I like, and I were goingto separate.",sadness,0
Dog dirt which thaws in the spring.,disgust,0
When I forgot my mother's birthday.,shame,0
[ Can not think of anything just now.],guilt,0
Passed the last exam.,joy,0
Was nearly knocked down by a car.,fear,0
I reached the bus stop and realized that I had forgotten my buspass.,anger,0
My current work load is too much.The feeling comes back fromtime to time.,sadness,0
[ Can not think of any situation.],disgust,0
[ No response.],shame,0
[ No response.],guilt,0
When my one year old son gives me a spontaneous kiss.,joy,0
When someone close to me is travelling by car and is delayed.,fear,0
When someone does something wrong which affects me negatively.,anger,0
When I think about my parents getting old.,sadness,0
[ Can not remember.],disgust,0
[ No response.],shame,0
"I do not have the time for other people's problems.Mymother-in-law is sometimes depressed and I do not have the time,the desire or the strength to help.",guilt,0
"An ex-colleague asked me if I was interested in working in theiraccounts bureau.They needed \clever people\"" and he had\""immediately thought of me.\""""",joy,0
I was driving and a deer suddenly appeared in front of thecar when there was a lot of traffic behind me.,fear,0
I saw a report on T.V news on apartheid in South Africa. ,anger,0
[ No response.],sadness,0
[ No response.],disgust,0
[ No response.],shame,0
[ No response.],guilt,0
When my girlfriend became pregnant.,joy,0
When I nearly collided with another car.,fear,0
The time when someone let the air out of the tyres of my cycle.,anger,0
When I read a lot and did not remember anything.,sadness,0
[ No response.],disgust,0
[ No response.],shame,0
The time that I had to put my dog to sleep.,guilt,0
[ No response.],joy,0
[ No response.],fear,0
[ No response.],anger,0
Long illness.,sadness,0
When I passed an exam.,joy,0
"When I was travelling by tram, I tripped and fell against thedoor.I thought that I was going to fall out.",fear,0
When I missed the tram after having run for it.,anger,0
The inability to read a book at college.,sadness,0
If a guy one is not interested in makes advances.,disgust,0
I drink wine too often.,shame,0
I do not study enough as I do not understand it properly.,guilt,0
I worked at a lawyer's office during Summer and I got a verygood reference from him.,joy,0
I had been watching a triller a dark night in the country and Ihad to go the outside toilet on my own. ,fear,0
"When I am accused of something I have not done, I get unbelievablyangry.",anger,0
"When I began to read a thick book, which I had a limited time toread.Also when I have a lot of work to do and I cannot keep up.",sadness,0
Someone vomited on the street.,disgust,0
"I can not think of any incident when I have felt very ashamed. There are small incidents that I am ashamed of, for instance,not sending money to the children in Ethiopia.",shame,0
I had lunch with my ex-boyfriend and did not mention it to myfiancee.I felt guilty despite the fact that I felt nothing formy ex-boyfriend.,guilt,0
When I was finally qualified for my profession.,joy,0
Someone attacked me with a knife.,fear,0
Someone drove into my car and then denied that it had happened.,anger,0
When I was told that my friend's wife had cancer.,sadness,0
When I saw a dog which had been knocked down by a car.,disgust,0
When I boxed my child's ears.,shame,0
When I was fined for speeding.,guilt,0
I stopped working (had a boring job).,joy,0
"I was going home by car late one night when it was cold, dark andwindy.I became rather panicky on the way to my house.",fear,0
Quarrel in the family.,anger,0
When I am alone in a room with no contact with anyone -loneliness drains me.,sadness,0
When I was on holiday someone vomited in front of me.,disgust,0
Emptied a bucket of water in a hospital.,shame,0
When I feigned sick leave from work.,guilt,0
When I get a hug from someone I love.,joy,0
I was driving very fast on a small road and I met an oncoming carin a right handed bend.The other driver was on his own side ofthe road and I had to skid out of it to avoid a collision.Itwas dark.,fear,0
My car had been towed away by the traffic police because it hadbeen wrongly parked.However the sign had been put up only afterI had already parked.,anger,0
After an operation I had to stay in bed for a long time.,sadness,0
I was forced to stay in the canteen and eat the food that I hadnot asked for but got it anyway.,disgust,0
When I did not buy what I had promised to.,shame,0
By mistake I took a book from the library which was not supposedto be loaned out.,guilt,0
When I won an unexpected sum of money.,joy,0
My 2 year old daughter disappeared in a moment of inattention; Iwas responsible for her.,fear,0
A colleague asked me for some advice and as he did not haveenough confidence in me he asked a third person.,anger,0
"I wanted to be pregnant and did not succeed, so I was depressed at every menstruation.",sadness,0
"In a warm bus full of people, someone vomited and the whole busstank.",disgust,0
"I complained about a colleague's behaviour as she goes back onher word, is often absent and is irresponsible.I found out thatshe was an alcoholic and was trying to fight againt heraddiction.",shame,0
I spoke to my mother on the phone.She had skin cancer and waswaiting to be operated.I forgot to ask her the date of theoperation and just before finishing our conversation she gave methe date in passing. ,guilt,0
When I was at a party I met an old friend from an adulteducation course.We had not met for 2 years but had both thoughta lot about each other.A wonderful experience. ,joy,0
"When I was cycling through the park late one night, two peoplejumped out of the woods and tried to stop me.There wereshouting something at the same time.",fear,0
When close relatives tried to dissuade me from studyingPsychology because of its low status.,anger,0
I had a long discussion on politics with an acquaintance.Hewas more knowledgeable than me and I failed to explain my pointof view and was misunderstood so I felt depressed and left.,sadness,0
When I read a newspaper article on a young girl who had beenraped and assaulted one night by several men when she was unconscious.,disgust,0
My mother revealed personal details about me and thenegative aspects of my character to other people when I waspresent but unable to defend myself.,shame,0
I was unfaithful to my partner once when he was working abroadfor a long period.,guilt,0
When I recently got an appartment in central Gottenburg.,joy,0
When I saw a large spider crawling up the wall.,fear,0
My employer took too many aspirins for a bad back and also drankan enormous amount of spirit.This was dangerousand he didnot understand that he had done anything wrong.,anger,0
"When I left New York, and all my family and my friends behind me.",sadness,0
When I slept with a guy because my best friend wanted me to. He had never had intercourse with anyone and had a terriblecomplex about it.,disgust,0
When I dated a close girlfriend's boyfriend a few times. He toldme that it was over between them and I accepted it.When shefound out she finished our friendship.,shame,0
"When I broke off with my boyfriend after three years.It wasquite unexpected for him and there was no particular reason forthe break up, such as someone else.",guilt,0
When my son returned from mountaineering - healthy in body andsoul.,joy,0
When one meets new people with whom one is forced to collaboratewith.,fear,0
The sports fishermen who catch gulls instead of fish with their hooks.It is often a mistake but it makes me angry.,anger,0
I feel sad about an event I can not influence.,sadness,0
"When a member of the family complains about the food that isserved, it disgusts me.",disgust,0
[ Cannot recall any incident when I felt shame.],shame,0
I have chosen to put my son in a private school were theexamination marks are low.Every time that he gives me his termresults I am left with a sense of guilt.,guilt,0
When I was informed that I had been accepted as a student ofPsychology.,joy,0
When I was in a little fishing boat and we ran into hard weatherin the open sea.,fear,0
When I found out that the guy I was dating at a particular timehad a steady relationship going on with someone else for a longtime.,anger,0
I felt sad and depressed when I heard that our cat had died.,sadness,0
"When I was working as a nurse in a mental hospital, a patient ateup the contents of another patient's spitoon.",disgust,0
"At primary school, when I vomited in front of others in the middle of a lesson.",shame,0
I arrived an hour late for an important meeting ( I hadmisunderstood the time).,guilt,0
When I was acceptted as a student of psychology.,joy,0
When my son has a pain in his leg (for no apparent reason).,fear,0
"When, after a week at school, a teacher sent a note home sayingthat my son was inattentive and unable to do his lessons.",anger,0
When I thought that it was going to be impossible for me to startstudying (due to wrong information from the student advisor).,sadness,0
"At a certain person's lack of cleanliness, at home andpersonally.",disgust,0
"When I made the same mistake that I had accused someone else of, andthis was obvious to a third pereson.",shame,0
When I lost something that was valuable to my sister.,guilt,0
When my son was born.,joy,0
When I nearly drowned in icy water wearing ice skates.It wasdifficult to get out.,fear,0
When I was pointed out as a problem child in primary school andmy mother took the teacher's point of view.,anger,0
When I was accused of neglecting work for the wrong reasons.,sadness,0
"My parents attitude towards each other when they should becomereconciled, despite my father's long-time addiction.",disgust,0
When I was caught stealing money from my father.,shame,0
I stole a coconut cake from a reception table and when I putin my mouth I realized that the host was watching me.,guilt,0
"When after 10 months of national service I was \downgraded\"" anddid not have to do the remaining 5 months.""",joy,0
When I was reprimanded by the manager of the hotel where Iworked during Autumn 1984.,fear,0
When my parents drove me to a nearby place and went homeimmediately instead of waiting a few hours.They could haveeasily waited.,anger,0
When my ex-girlfriend and I discovered that there was a certain riskof her being pregnant.,sadness,0
When I was about to clean the draining board and saw it lookedunderneath the sink (I live in a students hostel).,disgust,0
When my mother caught me masturbating.,shame,0
"As the only person in my family into academics, I ought to havelooked after my younger (and only) sister better, with respect toher education and life experiences.",guilt,0
When my older sister told us that she was thinking of joining therest of the family for the winter sports holiday.,joy,0
Slept in a chapel and in the middle of the night I realized thatthere was someeone else in the chapel.I never discovered whoit was and why he was there.,fear,0
"When we were in high school a few guys sometimes provoked afriend of mine.They called her a pig and then grunted.Thisirritated most of the girls.Once, one of the girls got angry atmy friend and said something nasty and this made me terriblyangry.",anger,0
I talked to my boyfriend on the phone when I was in high spiritsand had a lot to tell him.I had been looking forward to thisconversation and he did not listen to me to the extent that Ihad anticipated.,sadness,0
A mother who shouts at her child for nothing.,disgust,0
"When I complained to my mother about how untidy the kitchenloooked, she boxed my ears ( this had never happened before).",shame,0
"As I could not be home before midnight I called home at 11.30 andasked them to leave the door open so that I could get in.Iactually woke up the whole family by calling them so late.Mymother could not go back to sleep, besides she had a conferencethe next day and really needed to sleep.",guilt,0
When I got through the first day here at the department.,joy,0
When I was cycling past a parked car someone opened the door andnearly pushed me off my bike and into the traffic.,fear,0
When my boyfriend sat up half the night playing computer gameswith a friend.,anger,0
When I had to leave my mother and my sister after a week's visit.,sadness,0
When I saw a big spider from very close.,disgust,0
When I asked a friend to return the money that I had loaned herand then remembered that she had repayed me in several ways.,shame,0
When one of my parents insinuates something about the other(they are divorced).,guilt,0
When i was asked to be a child's godmother.,joy,0
On the way down a ski slope which was difficult and steep.,fear,0
When my mother interfered in my life.,anger,0
When I was left alone one week-end without being prepared forit.,sadness,0
The first time that I saw a surgeon cut off a leg and put it in ablack rubbish bag.,disgust,0
When I forgot about a meeting at work.,shame,0
When I demand too much from my friends.,guilt,0
When my husband suddenly came to see me at my new job andbrought some flowers and cake with him.,joy,0
When I was nearly attackad by a man who had been chasing me.,fear,0
